glucose_uptake,oxygen_uptake,ammonia_uptake,phosphate_uptake,Biomass_Ecoli_core_flux
4.75,6.07,7.57,4.44,0.26073140738361694
6.44,18.66,0.7,0.5,0.12837441314553996
1.62,3.77,3.42,1.03,0.07531883613651355
8.56,14.49,3.01,0.51,0.13863593117135165
5.95,3.0,5.97,4.84,0.19629495691700896
5.49,3.83,6.32,1.92,0.21198644131688338
2.3,11.82,7.39,1.85,0.16810295988012203
9.07,1.44,0.76,4.22,0.13937793427230044
1.99,7.98,1.18,2.06,0.13968688850384003
2.88,18.43,5.65,5.73,0.2212685127776839
7.27,17.4,5.58,5.31,0.6236767493643942
3.03,7.57,5.96,1.45,0.227282813685226
9.13,13.42,2.47,4.68,0.452978286384979
3.19,24.09,7.87,4.03,0.24968458415396655
1.22,6.65,4.17,5.12,0.06883306706550195
1.93,2.7,0.69,3.09,0.05957718074823003
8.86,1.15,1.78,4.19,0.21833625832848255
8.28,20.2,6.3,0.87,0.2364965884687611
4.03,24.62,7.91,3.65,0.32668297110905486
7.12,23.79,3.65,0.91,0.24736999483513558
6.72,24.01,5.61,4.84,0.5732611388580862
4.29,2.5,1.43,5.9,0.12773432589337888
4.98,0.4,7.65,3.04,0.07315718383054587
8.38,13.76,0.9,3.73,0.16505281690140858
9.97,0.96,6.75,1.49,0.2453063934726732
4.0,9.38,7.2,3.08,0.3133651272513393
4.53,20.47,0.49,0.61,0.08986208920187878
5.04,5.62,6.46,1.84,0.25553194433649845
9.36,6.34,1.42,3.01,0.2604166666666667
1.44,14.53,5.71,4.09,0.08927127799753273
4.0,3.53,4.05,5.35,0.15381744847724793
4.74,4.97,0.84,5.67,0.15404929577464788
7.46,7.89,2.43,5.38,0.4079412049051519
1.86,13.42,5.74,2.44,0.12777047147507686
0.5,5.77,7.22,3.19,0.0019120296407083865
8.17,13.94,7.55,5.46,0.6094882859187704
4.88,8.03,4.85,4.08,0.3227767935345681
5.03,20.57,1.55,2.07,0.2842576291079823
6.9,6.24,3.57,5.79,0.33612362156683107
6.3,23.73,5.81,4.38,0.5347619453805423
5.96,3.64,4.21,1.59,0.21963769195453772
9.99,6.75,1.92,3.78,0.3521126760563378
5.16,0.63,1.12,4.89,0.08691915217414187
4.89,3.74,3.78,1.59,0.18956375692618568
2.31,23.95,2.96,0.37,0.10057900888900839
9.71,19.89,2.11,2.51,0.38695715962441246
8.64,9.0,4.58,3.26,0.4823585197670314
4.07,16.02,3.84,0.23,0.0625220866066799
8.16,2.92,3.77,3.52,0.2607297664452757
7.08,10.33,5.91,0.87,0.2364965884687602
6.57,20.68,7.13,3.52,0.5595114269018214
3.2,4.17,2.83,3.29,0.14861798543012972
2.04,23.82,7.19,0.29,0.07883219615625497
5.66,19.75,2.04,3.19,0.37411971830985913
4.12,4.99,4.96,5.96,0.2051621460675406
3.72,13.85,2.69,5.27,0.2982668997327718
8.66,4.55,7.21,0.99,0.2691168075678981
1.04,16.36,3.15,3.23,0.052102807709303735
6.56,1.42,2.41,2.82,0.15799958021843014
2.74,1.32,0.78,4.83,0.03804616600422778
9.12,3.89,2.07,3.95,0.3248876752020408
9.55,7.56,6.86,3.09,0.4651352984234525
9.57,3.49,7.79,2.7,0.32419542327328854
9.53,11.52,4.29,4.85,0.5931720759587397
7.25,15.53,3.39,4.78,0.6037494650143623
9.49,0.34,4.74,5.21,0.2083678305544494
6.57,20.04,7.17,4.53,0.559511426901825
7.2,24.12,6.92,4.91,0.6172602171181373
0.96,6.05,4.5,4.29,0.04466713688432651
3.1,2.42,2.56,4.65,0.08849919394782507
8.79,22.83,3.09,2.3,0.566681338028169
4.13,9.46,5.36,2.21,0.3211699236813338
4.76,5.23,3.68,1.74,0.23375919282669078
6.08,24.77,4.42,3.92,0.5145957011780196
9.2,9.41,1.42,1.77,0.26041666666666696
4.09,16.16,0.14,5.13,0.025674882629107963
0.85,22.53,7.6,5.94,0.034443089499982954
8.11,3.63,5.68,1.3,0.2847647534115561
8.98,7.98,2.68,5.51,0.46026080181677953
6.51,16.77,7.05,0.81,0.22018647891918502
5.27,18.16,5.13,2.75,0.4403472566141845
1.26,10.71,1.51,4.7,0.07255090247799044
8.73,9.8,4.14,5.73,0.5112805329666271
5.4,24.88,1.22,5.19,0.22373826291079832
5.02,0.67,7.78,5.79,0.08409476430483245
3.89,23.86,1.21,4.11,0.22190434272300458
2.0,6.24,6.26,2.33,0.14060353596759143
2.03,21.07,2.21,2.42,0.14335347835884454
3.05,16.13,0.9,2.92,0.1650528169014087
3.41,22.12,0.68,5.0,0.1247065727699531
1.76,2.31,1.7,0.71,0.041379060083315974
5.26,24.71,0.37,2.82,0.06785504694835671
3.92,8.56,2.72,5.38,0.29086894930606216
4.26,7.69,0.84,0.77,0.15404929577464793
3.05,20.56,1.16,4.48,0.21273474178403765
2.96,22.1,3.48,1.11,0.22860169248769202
9.86,4.5,4.58,3.46,0.3693856291822401
3.79,23.79,6.77,5.0,0.30468343197903014
9.74,11.48,0.87,4.62,0.15955105633802788
3.87,4.84,3.92,5.56,0.1921634884497448
1.8,21.23,3.4,0.91,0.1222705866925705
8.5,24.24,2.4,1.89,0.4401408450704226
3.97,20.37,0.18,1.42,0.033010563380281695
7.09,10.2,2.71,5.25,0.47098469435146056
9.18,23.7,2.25,5.48,0.4126320422535218
7.4,3.94,4.92,0.26,0.07067714138146651
7.11,18.37,6.34,1.12,0.30445537825862684
6.32,4.55,7.58,4.08,0.2623562395858411
1.04,4.76,5.34,2.91,0.05210280770930364
7.39,7.09,5.3,1.14,0.309892081441816
5.48,23.95,5.06,0.39,0.10601571207220177
9.89,4.01,5.77,3.24,0.3526608225835838
3.01,4.52,1.5,5.16,0.15381744847724796
8.74,11.68,0.92,5.32,0.16872065727699526
4.92,11.03,3.32,2.25,0.393479067076869
5.31,15.15,3.78,5.39,0.44401384646918884
3.24,14.5,2.47,4.54,0.2542678214727216
1.11,4.8,6.43,1.18,0.05860901968115851
6.29,24.26,4.23,1.21,0.3289205425829795
3.27,20.6,2.88,4.37,0.2570177638639746
7.8,12.58,6.29,1.97,0.5355152635441858
5.21,17.2,1.43,1.71,0.2622505868544615
6.56,16.42,4.0,4.79,0.5585947794380697
4.87,22.04,5.91,1.96,0.4036813580641428
4.01,16.73,7.17,1.15,0.31261043303340924
5.2,3.06,2.31,4.15,0.17561046928588986
0.87,16.59,7.22,5.82,0.03630200720622722
2.24,18.75,7.42,0.64,0.16260307509761676
4.2,22.99,1.7,5.61,0.311766431924883
5.32,2.59,3.65,2.02,0.16234692233099476
2.89,13.58,3.92,2.94,0.2221851602414345
0.97,20.08,3.9,4.94,0.04559659573744865
8.26,8.0,0.13,5.48,0.023840962441314825
7.63,2.77,5.64,0.22,0.059803735015087206
8.95,16.28,0.6,2.02,0.11003521126760567
3.78,12.07,1.43,3.51,0.2622505868544603
4.41,23.69,7.5,3.44,0.36151557473159407
6.48,3.53,1.86,5.41,0.23151673505192727
7.02,4.82,4.6,5.62,0.29387798430899564
3.52,4.73,7.54,2.82,0.17721503218928003
4.23,6.76,7.14,5.09,0.26378171463725814
4.09,0.86,3.63,1.17,0.0626072644363602
1.51,9.89,0.88,5.75,0.09568781024378936
0.57,10.09,1.39,4.16,0.00841824161256336
0.88,13.72,6.21,5.71,0.03723146605934944
7.02,2.58,0.8,4.42,0.14671361502347408
2.23,11.24,7.82,4.94,0.16168642763386548
8.48,21.53,4.99,4.49,0.7345910924782715
3.65,24.96,2.31,3.58,0.29185036748651466
2.89,2.89,4.58,2.18,0.09694832139939215
5.87,14.01,4.38,0.83,0.2256231821023792
4.46,20.32,2.59,2.72,0.3660988120503497
4.99,21.58,5.28,0.69,0.1875662598200483
8.67,20.82,6.05,2.85,0.7520073942895411
7.6,12.02,5.92,5.29,0.5392451180488214
8.92,11.42,6.89,0.7,0.19028461141162972
1.11,13.75,5.25,1.0,0.058609019681158434
4.77,2.45,4.86,5.15,0.14055483161387186
7.4,9.52,7.95,4.01,0.45896093605499994
8.17,16.78,7.92,4.95,0.6746812913928402
5.24,9.24,5.49,3.58,0.3670804909165945
6.33,8.64,3.49,3.39,0.3955924801682459
8.41,19.1,1.04,1.55,0.1907276995305169
9.06,9.86,4.55,4.27,0.5239542241439796
9.53,22.83,0.55,1.56,0.10086561032863804
0.59,15.45,5.71,1.92,0.010277159318807618
8.55,11.38,7.99,0.1,0.027183515915950623
1.18,7.61,0.3,4.72,0.055017605633802834
0.62,18.75,0.52,1.59,0.013065535878173992
8.43,23.78,3.37,5.82,0.6180311032863852
6.31,10.45,6.44,1.84,0.4439806910356552
2.73,16.45,3.18,0.9,0.20751880082141774
0.76,19.72,5.44,2.53,0.026077959821883857
8.97,10.33,5.71,5.46,0.5363029488808837
8.42,12.83,5.48,2.54,0.5954855629120156
6.51,6.51,3.53,1.34,0.33222402428149206
0.48,14.75,6.93,0.25,5.311193446422265e-05
2.04,11.56,5.36,1.11,0.1442701258225958
0.66,13.02,6.57,0.31,0.016783371290662544
3.56,16.62,1.13,1.49,0.2072329812206575
5.4,23.84,2.37,2.98,0.4346390845070424
4.06,22.45,0.67,3.44,0.12287265258215965
8.48,24.7,5.62,2.34,0.6360942724331983
4.18,8.86,4.87,4.46,0.30969228187251846
8.21,10.47,5.76,5.51,0.5161550295733005
9.22,17.63,5.13,3.24,0.7423993780648497
1.91,3.18,3.94,1.04,0.07452563700869497
5.81,16.18,4.25,0.31,0.08426889933944864
0.67,2.92,1.31,5.94,0.010456583166001492
3.51,7.37,0.51,3.85,0.09352992957746478
6.56,4.47,7.36,4.82,0.26755570263295936
2.38,12.2,3.72,2.16,0.17543613959013016
8.19,2.82,3.38,2.63,0.2580438289617164
4.74,21.55,1.82,0.71,0.19300296300323952
6.22,4.43,0.69,2.62,0.1265404929577466
2.27,9.09,2.15,0.65,0.16535301748887052
5.65,0.77,7.73,2.11,0.10688369779935769
6.98,20.28,2.3,4.52,0.4218016431924887
8.34,6.11,7.94,0.22,0.05980373501508703
2.25,19.52,1.63,4.22,0.16351972256134445
8.57,23.98,3.85,5.83,0.7060592723004699
4.18,5.53,4.16,3.93,0.22466013249423342
4.63,14.22,3.39,3.2,0.3816818189341174
9.53,12.55,2.1,4.58,0.38512323943661975
3.44,20.42,0.55,2.06,0.10086561032863853
1.03,2.22,5.3,2.37,0.012650911860383224
8.73,12.96,2.43,4.35,0.4456426056338038
6.28,20.01,5.18,1.09,0.29630032348383945
6.74,9.85,3.76,5.54,0.44823704352031907
3.66,15.34,2.97,0.66,0.1794112050452683
4.59,14.97,3.32,2.4,0.3780152290791131
8.22,0.84,2.44,4.89,0.18768334292333014
9.21,10.37,7.12,1.27,0.34523065213255055
2.29,21.17,7.24,1.41,0.16718631241637205
5.15,11.44,4.71,5.35,0.41345016382420746
1.0,17.4,7.42,1.36,0.048384972296815106
8.39,17.48,0.21,1.47,0.03851232394366173
6.1,12.61,4.27,1.47,0.39959768396444656
6.78,6.73,3.18,2.28,0.3481473798632923
6.75,2.35,1.72,1.28,0.1972641096172622
1.17,5.27,4.9,4.42,0.0641857727998912
6.64,11.93,0.51,5.76,0.09352992957746481
1.76,16.74,7.31,4.22,0.11860399683756595
2.26,7.96,0.34,3.72,0.062353286384976524
6.17,18.16,0.19,4.93,0.034844483568075124
7.41,3.61,2.85,3.87,0.262723452000082
5.01,2.97,0.79,4.71,0.1448796948356807
1.64,4.39,6.66,3.71,0.09046932332414953
6.09,12.04,4.6,3.65,0.4703792671959303
9.68,5.65,1.8,0.44,0.11960747003017853
6.62,13.77,0.98,2.25,0.1797241784037552
1.87,8.35,7.61,4.13,0.1286871189388278
4.75,24.85,5.9,3.16,0.3926815884991298
8.07,17.65,2.03,3.23,0.37228579812206547
5.6,11.34,1.52,1.42,0.278755868544601
2.88,0.36,7.34,4.15,0.007753221602024981
6.93,14.35,5.55,5.89,0.5619708488302751
3.91,17.84,2.94,5.14,0.3156832015440422
8.59,22.57,0.14,1.86,0.025674882629108314
1.43,11.4,4.01,1.61,0.08835170298106665
7.26,6.82,6.85,1.15,0.31261043303341063
3.74,15.59,4.88,0.56,0.15222768912931162
8.48,14.99,6.97,5.22,0.6478236095602128
5.5,22.78,6.8,5.75,0.46143014828045903
8.52,20.55,3.81,1.35,0.36697746486530214
9.12,18.09,2.33,2.11,0.42730340375586845
6.89,12.0,0.74,0.93,0.13571009389671365
7.48,8.28,4.11,4.62,0.42126482896339235
7.54,4.26,0.88,3.59,0.16138497652582168
7.44,3.81,3.04,5.23,0.2708366446050592
9.45,11.41,0.73,1.62,0.13387617370892005
2.41,6.05,4.0,3.54,0.1639262309005664
1.31,22.24,5.0,3.62,0.07719819674360123
9.87,15.74,7.44,1.79,0.48658493489548005
2.48,12.96,4.12,1.44,0.18460261422764182
7.03,0.84,5.56,2.8,0.15143703193385813
6.92,11.98,7.82,2.07,0.5071077209841394
9.83,1.72,5.5,2.78,0.26839991781585126
8.24,19.76,6.42,0.66,0.17941120504526306
8.24,5.43,0.3,1.38,0.05501760563380288
4.84,18.58,1.83,0.77,0.20931307255280482
6.5,24.6,4.85,4.18,0.5530948946555633
5.66,19.58,7.81,3.31,0.47609650770047557
4.23,21.52,7.76,0.86,0.23377823687715982
5.82,19.83,4.31,2.51,0.4907628671204927
6.59,6.83,2.86,5.95,0.3452226818992876
6.4,21.84,6.48,3.95,0.543928420018053
8.42,7.25,5.13,3.58,0.41834013099938755
6.26,4.3,2.29,1.79,0.25228227993204955
6.06,24.32,7.64,1.44,0.3914426291896598
3.12,1.0,3.25,5.02,0.03810154615852774
9.17,5.99,2.2,1.4,0.3805692228232861
3.57,20.14,5.21,4.74,0.2845171877765061
5.87,6.52,1.9,0.15,0.04077527387392244
7.83,21.19,6.17,0.54,0.14679098594613021
7.65,1.24,0.93,2.7,0.1705545774647885
4.81,20.42,5.47,1.0,0.27183515915948353
2.34,7.21,1.08,1.8,0.17176954973512712
7.31,6.11,6.7,2.87,0.3452226818992874
3.3,10.37,5.71,3.15,0.2597677062552279
0.82,6.04,6.24,5.36,0.03165471294061661
5.34,8.9,0.57,4.12,0.10453345070422512
2.86,1.47,5.36,2.97,0.047100821232308195
8.67,7.85,0.8,4.58,0.14671361502347424
5.29,7.74,3.31,0.23,0.06252208660668035
6.66,9.21,5.74,3.81,0.42483945980828597
6.55,19.84,5.09,2.57,0.5576781319743183
3.96,3.08,6.26,4.59,0.137894092895448
2.54,21.58,4.75,2.92,0.1901024990101481
4.65,24.84,5.76,3.33,0.38351511386161946
5.38,1.19,7.66,5.58,0.11377852700973214
6.86,2.57,1.74,1.19,0.20853397101735013
5.24,5.27,5.6,3.32,0.25065744772982523
3.61,8.53,0.19,5.93,0.03484448356807513
6.16,10.63,0.86,4.22,0.15771713615023478
2.9,24.71,7.61,4.44,0.22310180770518565
9.71,2.73,2.31,1.59,0.3011018989301116
0.81,24.31,0.57,5.15,0.03072525408749462
7.7,9.46,0.25,0.14,0.03805692228232575
2.12,12.4,3.72,3.55,0.151603305532604
7.74,9.5,1.37,4.82,0.2512470657276997
3.39,7.24,6.14,5.61,0.2362353742961016
9.16,3.52,4.07,0.65,0.1766928534536641
9.61,5.46,1.66,5.34,0.3044307511737093
9.68,17.47,1.06,2.97,0.19439553990610334
8.18,14.35,1.15,1.11,0.21090082159624415
8.66,13.22,5.68,2.3,0.6154566596593539
5.37,24.43,2.7,4.08,0.4495137312516957
1.81,3.13,6.29,5.08,0.06935046239592962
6.72,4.04,2.0,5.48,0.25718543657006415
2.96,20.49,2.36,5.64,0.22860169248769177
9.15,1.18,6.19,1.1,0.22824930594821555
2.23,11.55,4.65,2.02,0.16168642763386468
5.8,4.35,0.28,3.47,0.051349765258215545
5.22,17.27,5.23,5.4,0.4357640192954292
4.65,0.31,5.08,4.08,0.05986594679850086
5.26,17.26,2.66,0.98,0.26639845597629813
6.68,6.21,3.7,3.0,0.32799946055570767
4.82,15.0,0.33,5.94,0.06051936619718294
7.19,10.69,1.61,0.57,0.15494604072090595
6.75,7.99,1.91,2.34,0.3502787558685448
5.97,16.83,5.2,5.19,0.5045125790767578
2.27,15.95,0.9,3.33,0.16505281690140858
5.88,5.48,3.19,4.98,0.2782795951676408
1.57,10.92,7.47,3.07,0.10118769502629638
7.28,20.69,1.71,1.39,0.31360035211267634
7.61,18.86,0.58,2.0,0.10636737089201881
4.05,20.74,3.43,5.56,0.32851626603655654
9.97,19.54,5.36,2.41,0.655122733574368
0.76,14.37,2.96,2.17,0.026077959821883896
6.91,11.64,6.04,2.45,0.49884381888179213
1.59,11.59,7.61,4.83,0.10302098995379856
2.14,9.84,7.43,0.83,0.15343660046010615
2.61,6.63,4.61,2.52,0.18642240884584416
0.89,15.77,0.88,3.68,0.038160924912471694
5.12,12.39,0.63,3.87,0.11553697183098591
4.37,10.34,4.81,3.68,0.3523891094013109
5.81,18.96,5.95,5.13,0.4898462196567411
3.83,8.69,6.67,1.5,0.28972118512518036
4.67,4.94,7.32,2.51,0.22141046808978468
2.2,17.33,2.03,5.67,0.15893648524261236
3.74,16.65,2.83,4.86,0.30010019466027404
8.98,19.72,6.8,0.7,0.19028461141165123
9.25,15.65,6.97,4.14,0.698325233518999
2.1,15.28,0.82,4.2,0.14977001060510184
4.15,3.88,7.84,5.42,0.17006577049949229
8.95,19.74,5.57,3.96,0.7776735232745712
1.15,22.52,7.06,4.51,0.06232685509364702
9.28,13.87,3.64,5.81,0.6588421456966747
4.69,16.07,3.05,3.85,0.3871817037166235
7.23,15.65,4.17,1.87,0.5083317476282306
6.47,22.72,0.15,0.89,0.027508802816902118
1.29,23.09,5.34,5.72,0.07533927903735681
5.87,11.6,6.36,1.05,0.28542691711745966
3.88,11.71,2.46,2.29,0.31293325915278847
0.87,5.03,2.75,4.8,0.0363020072062273
1.91,8.73,0.61,3.39,0.1118691314553992
6.15,21.65,6.57,1.78,0.4838665833038812
1.46,3.99,7.75,4.07,0.07302330777475066
0.52,3.51,3.94,1.33,0.003770947346952608
8.06,14.37,4.94,2.83,0.6143088954784722
2.64,14.78,5.76,2.29,0.19926897364765894
5.1,21.01,1.27,3.32,0.2329078638497656
3.55,17.6,0.25,4.06,0.045848004694835666
1.12,1.71,5.82,3.88,0.001083221468150127
8.96,13.04,4.29,4.27,0.6240438878010038
3.3,1.02,1.92,1.5,0.04430412344014864
3.42,23.59,6.46,5.62,0.2707674758202407
9.99,10.9,1.89,3.4,0.3466109154929581
8.82,11.7,4.09,0.89,0.24193329165194466
4.26,9.74,2.88,5.34,0.33356577683485417
0.69,24.31,0.17,5.68,0.019571747850028957
5.53,17.59,1.58,3.96,0.2897593896713618
8.83,3.57,1.1,1.89,0.20173122065727705
1.7,2.86,5.46,1.36,0.057302415665115625
6.7,21.56,5.25,0.8,0.2174681273275939
5.78,9.9,2.81,1.98,0.407022684411271
9.3,18.59,1.16,2.91,0.21273474178403734
3.25,24.45,7.83,1.99,0.2551844689364729
3.59,15.03,3.89,1.36,0.28635048270400837
6.64,8.42,5.26,2.36,0.39851717813224996
7.03,16.73,4.12,4.26,0.6016772102343695
4.66,2.99,1.54,1.55,0.15664276643807565
0.73,17.81,3.0,0.65,0.023289583262517403
8.22,17.12,3.67,1.56,0.4240628482888046
1.6,11.51,7.09,1.21,0.1039376374175495
5.73,24.05,5.13,2.7,0.4825130399467328
7.19,20.63,4.77,5.24,0.6163435696543861
5.19,20.77,7.62,3.06,0.4330140769041762
6.09,15.28,6.27,4.96,0.5155123486417705
7.17,1.13,3.59,4.93,0.1661404629005583
9.35,5.81,4.68,4.85,0.4010076972876465
7.55,15.51,0.25,4.37,0.04584800469483515
7.76,18.1,6.15,2.64,0.6685924750881959
9.94,19.29,4.67,5.61,0.8135607572795029
9.09,20.38,4.55,3.21,0.7905065877670845
3.35,6.35,4.15,3.51,0.21396874918700032
2.52,23.07,4.5,3.21,0.18826920408264602
4.41,1.55,7.07,1.97,0.09719217079682593
6.46,15.23,4.72,3.2,0.5494283048005603
1.9,7.09,4.24,4.76,0.1314370613300811
4.38,5.18,0.79,4.01,0.14487969483568056
4.29,3.22,5.43,1.32,0.15316751559635797
5.14,7.72,7.46,1.45,0.32702456123437423
4.26,23.99,2.62,3.9,0.34776586277532845
3.24,2.86,5.06,5.5,0.1073472474936286
4.58,15.69,4.91,2.55,0.37709858161536186
6.19,6.56,3.09,2.71,0.32344993038948067
8.65,8.77,5.12,1.36,0.36969581645690014
2.6,16.25,6.12,2.83,0.1956023837926547
3.42,22.77,1.17,4.35,0.2145686619718312
6.93,17.29,7.49,4.4,0.5925107355968581
3.09,8.9,3.19,0.28,0.07611384456465688
9.14,1.93,5.63,4.41,0.2549425403209057
8.45,13.88,5.83,1.89,0.5137684508114267
7.48,8.65,7.23,1.06,0.2881452687090578
3.23,12.52,6.23,4.52,0.25335117400897034
2.19,3.69,2.5,2.95,0.09965143677120163
5.44,10.79,5.34,2.62,0.41184329397097313
9.47,6.6,5.06,3.71,0.43133878861718444
2.89,10.35,2.99,1.12,0.22218516024143437
4.83,9.73,1.51,2.75,0.27692194835680783
4.28,3.37,1.14,3.92,0.1577170457625866
7.1,23.54,0.79,0.8,0.14487969483568122
0.61,13.35,5.02,2.48,0.01213607702505181
8.0,17.2,7.89,0.91,0.24736999483513172
0.68,6.94,0.25,5.6,0.01864228899690707
3.11,13.86,2.61,1.55,0.24235140444395795
1.61,8.08,4.96,5.83,0.10485428488130064
5.63,13.36,0.38,5.06,0.06968896713615032
0.54,22.67,4.36,1.09,0.005629865053196896
4.57,24.88,2.51,1.69,0.37618193415161105
1.27,14.97,0.8,4.62,0.07348036133111252
9.2,23.3,0.95,3.39,0.17422241784037565
1.06,14.34,6.54,3.27,0.05396172541554787
8.73,20.06,2.28,3.82,0.41813380281690127
4.11,16.39,5.88,4.66,0.3340161508190629
7.38,7.3,5.52,3.34,0.38616845339534406
6.01,0.12,2.14,5.59,0.09445085315896702
2.97,11.01,1.57,0.92,0.22951833995144347
2.17,13.89,7.36,2.02,0.15618654285135944
3.3,14.15,2.92,5.47,0.2597677062552278
3.84,12.31,4.31,4.71,0.30926666929778457
5.68,6.05,1.08,5.63,0.19806338028169035
8.04,0.67,6.59,3.58,0.17608120059744087
5.24,0.4,6.27,1.27,0.08107654589547246
7.31,0.5,6.39,0.24,0.06524043819827487
2.44,6.78,1.34,2.94,0.180936024372638
2.91,24.83,4.68,3.44,0.22401845516893704
2.29,10.28,1.08,4.6,0.1671863124163718
3.38,18.82,3.04,5.93,0.2671008859652361
6.51,2.23,4.37,5.47,0.1856342772142231
7.1,24.79,0.81,3.32,0.14854753521126768
6.88,17.6,6.37,5.51,0.5879274982781034
3.68,1.17,2.96,4.06,0.0612781407331557
2.21,20.27,1.84,0.16,0.043493625465518854
5.13,18.19,2.86,4.52,0.4275141921216714
4.44,4.38,0.82,4.29,0.15038145539906145
3.92,22.83,4.37,2.16,0.3165998490077933
3.56,3.37,4.79,3.53,0.13431946205055453
8.02,5.11,2.4,0.67,0.182129556636853
3.02,10.76,7.72,3.95,0.2341015772701979
7.85,8.21,1.24,1.61,0.2274061032863852
2.64,14.62,2.8,5.16,0.19926897364765878
9.89,8.65,5.67,3.98,0.5116054994070716
2.03,22.96,1.68,4.45,0.14335347835884454
3.54,9.24,3.7,5.2,0.28176724538525316
1.49,1.46,3.28,0.43,0.004982818753488347
6.91,19.03,6.85,4.49,0.590677440669357
9.17,18.73,7.49,1.24,0.3370755973577699
5.05,24.85,5.48,5.28,0.42018101241166206
9.2,11.21,7.5,2.83,0.5723742237702651
2.12,3.87,7.95,2.07,0.1005696481159068
5.39,15.85,7.39,3.13,0.4513470261791966
8.4,8.16,7.82,0.57,0.15494604072090593
7.28,16.55,1.61,2.39,0.29526115023474236
3.2,2.45,4.72,5.96,0.09272375767360841
5.64,13.68,0.42,0.92,0.07702464788732379
5.18,24.63,7.03,2.11,0.43209742944042506
5.48,13.86,5.51,4.16,0.45959685335295675
7.92,0.72,7.56,0.51,0.1386359311713303
4.81,23.0,3.95,0.48,0.13048087639657127
2.37,14.51,0.79,2.6,0.1448796948356807
3.36,20.4,0.97,4.13,0.17789025821596247
4.13,14.73,1.72,3.7,0.3154342723004696
6.77,1.85,6.61,5.18,0.17987474116700397
0.73,15.12,4.79,0.17,0.02328958326251741
3.49,24.23,4.49,5.61,0.2771840080664979
6.79,0.81,0.71,4.36,0.13020833333333395
5.59,3.27,4.95,4.88,0.19504890344525472
7.55,6.23,2.14,5.81,0.3569214737553038
8.89,8.03,6.61,1.05,0.28542691711746015
2.05,4.61,0.79,5.14,0.11434281828648508
5.83,6.55,6.8,4.84,0.31142617209301926
1.1,16.14,5.8,4.32,0.057679560828036436
7.26,4.32,2.59,5.08,0.28371253047985284
8.99,7.05,0.28,5.17,0.051349765258215795
3.83,8.3,2.84,2.55,0.2807686245143048
3.84,14.2,0.72,5.83,0.13204225352112742
9.37,23.37,7.05,4.0,0.8161727167521144
2.29,1.33,0.88,2.01,0.024699548817882815
5.09,24.83,3.54,3.2,0.42384760226666474
6.98,4.6,7.47,3.22,0.28526317480025837
2.83,23.38,5.04,2.95,0.2166852754589233
5.84,18.73,1.32,5.2,0.2420774647887329
9.6,14.22,5.49,5.17,0.681567876478129
3.81,24.82,5.48,2.6,0.30651672690653153
6.81,13.09,0.98,4.8,0.17972417840375637
5.69,19.92,1.32,3.28,0.2420774647887325
7.69,24.71,7.09,5.2,0.6621759428419386
2.55,20.97,1.44,1.27,0.19101914647389925
1.19,21.45,0.96,0.91,0.06604469050613555
2.53,14.36,7.05,2.57,0.18918585154639708
5.51,4.25,2.2,0.89,0.2262849646964587
4.16,14.8,2.34,5.09,0.33859938813781815
9.81,3.09,0.24,4.76,0.04401408450704278
1.99,8.89,3.21,5.51,0.1396868885038404
6.62,1.11,0.22,1.28,0.040346244131455516
3.25,12.16,6.72,1.96,0.25518446893647295
3.83,8.3,0.17,5.74,0.031176643192488557
1.48,7.26,1.12,2.99,0.0929378678525363
9.33,2.61,3.58,0.23,0.06252208660669205
7.73,16.07,5.63,2.89,0.6381823904407665
9.09,10.3,4.16,4.2,0.539227646844887
5.25,4.81,2.6,0.64,0.17397450186207178
4.38,15.27,1.04,3.82,0.19072769953051677
8.94,8.51,1.85,5.37,0.3392752347417841
6.95,2.72,3.32,4.08,0.21667485369947748
5.79,15.5,4.58,4.81,0.48801292472924
3.27,17.74,7.93,2.4,0.2570177638639746
7.93,6.23,2.33,5.62,0.36927019849221
6.33,4.9,0.66,2.28,0.12103873239436626
5.29,14.09,4.85,3.34,0.4421805515416866
2.53,19.14,0.79,1.27,0.14487969483568097
7.42,7.07,4.0,2.03,0.37999409102689147
5.12,8.73,7.95,2.21,0.3498640282033716
6.31,22.22,5.14,3.44,0.5356785928442935
5.74,12.46,6.48,0.4,0.10873406366379773
8.86,14.7,6.81,0.16,0.04349362546551675
8.71,3.09,5.8,2.56,0.2836017701712521
6.84,15.74,1.39,3.14,0.2549149061032863
2.84,14.05,5.93,0.58,0.15766439231250212
5.21,15.48,2.43,5.72,0.43484737183167715
5.25,4.64,0.95,3.3,0.17422241784037576
3.81,4.89,0.34,3.44,0.062353286384976545
6.03,3.63,4.85,5.72,0.22140985689214282
9.79,22.22,6.48,1.34,0.36425911327371724
1.65,11.18,5.0,5.12,0.10852087473630453
2.4,12.04,5.21,2.73,0.1772694345176334
4.6,5.71,7.89,2.9,0.24415811892092737
5.37,5.54,4.16,1.61,0.26365610534762074
2.1,6.97,0.12,3.46,0.02200704225352115
3.94,22.48,0.42,0.35,0.07702464788732395
8.87,3.25,0.12,1.16,0.022007042253521125
8.26,20.09,2.79,4.04,0.5116637323943664
5.12,22.63,0.55,4.9,0.10086561032863853
1.79,9.85,1.62,4.25,0.12135393922881946
6.82,13.74,5.62,3.87,0.5429179634276421
